date,ticker,prc,ret,me_usd_mils,roa,gross_margin,rnd_to_rev,bm_ratio
2014-09-30,AAPL,100.75,-0.017073,591015.72075,0.17892270531400967,0.41578023521151486,0.02618337136504593,0.20904520076592228
2014-10-31,AAPL,108.0,0.07196,633402.72,0.17892270531400967,0.41578023521151486,0.02618337136504593,0.19505599849650157
2014-11-28,AAPL,118.93,0.105556,697505.4212000001,0.17892270531400967,0.41578023521151486,0.02618337136504593,0.17712980608443762
2014-12-31,AAPL,110.38,-0.071891,643120.12922,0.17892270531400967,0.41578023521151486,0.02618337136504593,0.1921087435870571
2015-01-30,AAPL,117.16,0.061424,682427.4756799999,0.17892270531400967,0.41578023521151486,0.02618337136504593,0.18104341399339247
2015-02-27,AAPL,128.46001,0.100461,748247.1863274801,0.17892270531400967,0.41578023521151486,0.02618337136504593,0.16511789453749737
2015-03-31,AAPL,124.43,-0.031372,724773.39364,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.15390603598151145
2015-04-30,AAPL,125.15,0.005786,721149.0917,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.15467952644444827
2015-05-29,AAPL,130.28,0.045146,750709.57784,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.14858875295150983
2015-06-30,AAPL,125.425,-0.037266,715599.795,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.15587902732699915
2015-07-31,AAPL,121.3,-0.032888,691740.1786,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.16125563246269414
2015-08-31,AAPL,112.76,-0.066117,643038.93272,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.1734685013987655
2015-09-30,AAPL,110.3,-0.021816,629010.2366000001,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.17733733651609063
2015-10-30,AAPL,119.5,0.083409,666252.0545,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.16742462442943207
2015-11-30,AAPL,118.3,-0.00569,659561.6573,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.16912293000268075
2015-12-31,AAPL,105.26,-0.110228,583612.70162,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.19113189224697533
2016-01-29,AAPL,97.34,-0.075242,539709.7092200001,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.20667962442478585
2016-02-29,AAPL,96.69,-0.001335,536105.73027,0.17041998973425523,0.4293498181022457,0.03304794988922016,0.20806903135286647
2016-03-31,AAPL,108.99,0.127211,597095.82954,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.19989253666693765
2016-04-29,AAPL,93.74,-0.139921,513453.8195,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.2324551799346387
2016-05-31,AAPL,99.86,0.071368,546975.6605,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.2182089782402667
2016-06-30,AAPL,95.6,-0.04266,515586.57399999996,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.2314936152701292
2016-07-29,AAPL,104.21,0.090063,561529.64503,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.21255333722162326
2016-08-31,AAPL,106.1,0.023606,571713.8023,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.2087670430901542
2016-09-30,AAPL,113.05,0.065504,609163.48115,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.19593262513812792
2016-10-31,AAPL,113.54,0.004334,605430.81802,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.19714060871618397
2016-11-30,AAPL,110.52,-0.021578,589327.23276,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.20252754898331093
2016-12-30,AAPL,115.82,0.047955,608960.24912,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.19599801493197339
2017-01-31,AAPL,121.35,0.047747,636667.629,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.18746830302565926
2017-02-28,AAPL,136.99001,0.133581,718723.5670654001,0.1838136319665105,0.4455255332349229,0.034516398177267184,0.1660652376926153
2017-03-31,AAPL,143.66,0.04869,747867.3829,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.1714862861149122
2017-04-28,AAPL,143.64999,-7e-05,748968.0638616,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.17123427044240278
2017-05-31,AAPL,152.75999,0.067804,796466.1462615998,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.16102253762067187
2017-06-30,AAPL,144.02,-0.057214,744552.0036400001,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.17224988902455488
2017-07-31,AAPL,148.73,0.032704,768224.36044,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.16694211561651792
2017-08-31,AAPL,164.0,0.106905,847097.392,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.15139817594905308
2017-09-29,AAPL,154.12,-0.060244,790050.09812,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.16233021210323345
2017-10-31,AAPL,169.03999,0.096808,867904.04913688,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.1477686388576503
2017-11-30,AAPL,171.85001,0.02035,882331.56854312,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.1453523874383878
2017-12-29,AAPL,169.23,-0.015246,860882.48688,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.14897387501144144
2018-01-31,AAPL,167.42999,-0.010636,849541.94584987,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.15096252825009304
2018-02-28,AAPL,178.12,0.06761,903783.19556,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.14190239498814167
2018-03-29,AAPL,167.78,-0.058051,829383.8539600001,0.14202358821956815,0.4347694696663273,0.04670116369350647,0.15463165744987514
2018-04-30,AAPL,165.25999,-0.01502,812275.65672862,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.16502648933228453
2018-05-31,AAPL,186.87,0.135181,918491.8380600001,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.14594250536088427
2018-06-29,AAPL,185.11,-0.009418,896472.3658700001,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.14952719693697566
2018-07-31,AAPL,190.28999,0.027983,919086.57024074,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.1458480673533164
2018-08-31,AAPL,227.63,0.200063,1099436.0553799998,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.12192341641339853
2018-09-28,AAPL,225.74001,-0.008303,1073390.5871898602,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.12488184785645964
2018-10-31,AAPL,218.86,-0.030478,1038577.8062800001,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.12906784565340595
2018-11-30,AAPL,178.58,-0.180709,847433.17484,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.1581800240771891
2018-12-31,AAPL,157.74001,-0.116698,746079.17251803,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.17966859944312488
2019-01-31,AAPL,166.44,0.055154,784811.2032000001,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.1708015882717205
2019-02-28,AAPL,173.14999,0.044701,816450.6848472,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.16418260464205145
2019-03-29,AAPL,189.95,0.097026,895667.436,0.12882641166580963,0.42570473838959316,0.05052042890670668,0.14966157595127752
2019-04-30,AAPL,200.67,0.056436,923297.72025,0.16277530931710985,0.4179357021996616,0.053648076756394165,0.11604815830259817
2019-05-31,AAPL,175.07001,-0.123735,805510.24626075,0.16277530931710985,0.4179357021996616,0.053648076756394165,0.13301755067348414
2019-06-28,AAPL,197.92,0.130519,896853.6984,0.16277530931710985,0.4179357021996616,0.053648076756394165,0.11946987584614058
2019-07-31,AAPL,213.03999,0.076395,962766.0620082,0.16277530931710985,0.4179357021996616,0.053648076756394165,0.11129079454307501
2019-08-30,AAPL,208.74001,-0.01657,943333.6783918,0.16277530931710985,0.4179357021996616,0.053648076756394165,0.11358335067890796
2019-09-30,AAPL,223.97,0.072962,995151.56692,0.16277530931710985,0.4179357021996616,0.053648076756394165,0.1076690260676779
2019-10-31,AAPL,248.75999,0.110684,1105306.55696735,0.16277530931710985,0.4179357021996616,0.053648076756394165,0.0969387174305572
2019-11-29,AAPL,267.25,0.077424,1187462.57125,0.16277530931710985,0.4179357021996616,0.053648076756394165,0.09023189664598028
2019-12-31,AAPL,293.64999,0.098784,1287643.16650041,0.16277530931710985,0.4179357021996616,0.053648076756394165,0.0832117179569297
2020-01-31,AAPL,309.51001,0.05401,1354254.8585548,0.16277530931710985,0.4179357021996616,0.053648076756394165,0.07911878574638637
2020-02-28,AAPL,273.35999,-0.11431,1196081.1690451999,0.16277530931710985,0.4179357021996616,0.053648076756394165,0.08958171299154608
2020-03-31,AAPL,254.28999,-0.069762,1099546.6109901299,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.08229573816658535
2020-04-30,AAPL,293.79999,0.155374,1273427.5796566498,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.07105861491110314
2020-05-29,AAPL,317.94,0.084956,1378058.4699000001,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.06566339671100191
2020-06-30,AAPL,364.79999,0.147386,1562780.90436061,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.057901910464552224
2020-07-31,AAPL,425.04001,0.165132,1817315.5181163398,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.0497921242062531
2020-08-31,AAPL,129.03999,0.216309,2206911.0744146397,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.04100210518178717
2020-09-30,AAPL,115.81,-0.102526,1966078.92303,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.04602460203405541
2020-10-30,AAPL,108.86,-0.060012,1850816.16572,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.048890863218064975
2020-11-30,AAPL,119.05,0.09549,2024064.5281,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.04470608458562413
2020-12-31,AAPL,132.69,0.114574,2232278.76747,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.04053615584157371
2021-01-29,AAPL,131.96001,-0.005502,2215357.31604096,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.04084578110483327
2021-02-26,AAPL,121.26,-0.079532,2035724.52096,0.16323009842961633,0.4216101532051627,0.06233136285716482,0.04445002212643584
2021-03-31,AAPL,122.15,0.00734,2038232.15575,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.03205670159587757
2021-04-30,AAPL,131.46001,0.076218,2193756.13813631,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.02978407620799105
2021-05-28,AAPL,124.61,-0.050434,2079445.69891,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.03142135427448251
2021-06-30,AAPL,136.96001,0.099109,2267638.94188942,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.028813669933520754
2021-07-30,AAPL,145.86,0.064982,2411090.0127600003,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.027099361556064742
2021-08-31,AAPL,151.83,0.042438,2509775.10378,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.026033806734950957
2021-09-30,AAPL,141.5,-0.068037,2324390.219,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.028110168192030237
2021-10-29,AAPL,149.8,0.058657,2457678.2706000004,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.026585660451011187
2021-11-30,AAPL,165.3,0.10494,2711977.4241000004,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.02409275218125515
2021-12-31,AAPL,177.57001,0.074229,2902368.14055923,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.022512306101668565
2022-01-31,AAPL,174.78,-0.015712,2852311.89798,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.022907382620488633
2022-02-28,AAPL,165.12,-0.054011,2694666.09792,0.1772557180259843,0.41766752272189134,0.06830956414039306,0.024247531095015765
2022-03-31,AAPL,174.61,0.057473,2830003.44848,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.022293259053760433
2022-04-29,AAPL,157.64999,-0.097131,2551593.62279819,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.02472572412640408
2022-05-31,AAPL,148.84,-0.054424,2409002.34004,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.0261892647223217
2022-06-30,AAPL,136.72,-0.08143,2200560.08016,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.028669973871112305
2022-07-29,AAPL,162.50999,0.188634,2611657.74681248,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.024157070380681062
2022-08-31,AAPL,157.22,-0.031137,2526643.6294400003,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.024969884658400807
2022-09-30,AAPL,138.2,-0.120977,2203381.335,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.028633264246109263
2022-10-31,AAPL,153.34,0.109551,2439350.8141199998,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.02586343859801069
2022-11-30,AAPL,148.03,-0.033129,2354878.70754,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.026791188776727412
2022-12-30,AAPL,129.92999,-0.122273,2058403.7830859302,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.03064996310170804
2023-01-31,AAPL,144.28999,0.110521,2282948.43012054,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.027635315440160357
2023-02-28,AAPL,147.41,0.023217,2332313.05986,0.26974205275183616,0.4437628650390769,0.059904269074427925,0.02705039948787452
2023-03-31,AAPL,164.89999,0.118649,2592789.49216594,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.019543430021258728
2023-04-28,AAPL,169.67999,0.028987,2668845.99807298,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.01898648331023496
2023-05-31,AAPL,177.25,0.046028,2787912.4295,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.01817560676003292
2023-06-30,AAPL,193.97,0.09433,3035216.95596,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.016694687969668744
2023-07-31,AAPL,196.45,0.012786,3071344.8763999995,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.016498310036544617
2023-08-31,AAPL,187.87,-0.042454,2937203.1658400004,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.01725178584488843
2023-09-29,AAPL,171.21001,-0.088678,2662326.0993106104,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.019032980224744495
2023-10-31,AAPL,170.77,-0.00257,2655943.45904,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.01907871940102052
2023-11-30,AAPL,189.95,0.11372,2954245.2423999994,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.01715226592320229
2023-12-29,AAPL,192.53,0.013583,2976556.73419,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.01702369701808798
2024-01-31,AAPL,184.39999,-0.042227,2847482.70198119,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.01779536710257941
2024-02-29,AAPL,180.75,-0.018492,2791119.99075,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.01815471931265268
2024-03-28,AAPL,171.48,-0.051286,2630106.39528,0.2829244092925685,0.4551591568440486,0.06657148363798665,0.019266140750403175
2024-04-30,AAPL,170.33,-0.006706,2611854.1870600004,0.27509834563776475,0.46348800500932724,0.07804897139204509,0.02379382444391118
2024-05-31,AAPL,192.25,0.130159,2947977.2645,0.27509834563776475,0.46348800500932724,0.07804897139204509,0.021080895279747162
2024-06-28,AAPL,210.62,0.095553,3206112.1905799997,0.27509834563776475,0.46348800500932724,0.07804897139204509,0.019383601167355755
2024-07-31,AAPL,222.08,0.054411,3376534.74496,0.27509834563776475,0.46348800500932724,0.07804897139204509,0.018405260035532736
2024-08-30,AAPL,229.0,0.032286,3481747.373,0.27509834563776475,0.46348800500932724,0.07804897139204509,0.01784908361873847
2024-09-30,AAPL,233.0,0.017467,3522211.138,0.27509834563776475,0.46348800500932724,0.07804897139204509,0.01764403028811273
2024-10-31,AAPL,225.91,-0.030429,3414815.57393,0.27509834563776475,0.46348800500932724,0.07804897139204509,0.018198933047642803
2024-11-29,AAPL,237.33,0.051658,3587438.27259,0.27509834563776475,0.46348800500932724,0.07804897139204509,0.017323224896949332
2024-12-31,AAPL,250.42,0.055155,3785304.39566,0.27509834563776475,0.46348800500932724,0.07804897139204509,0.016417702119610994
2021-01-29,ABNB,183.63,0.250886,21209.265,,,,
2021-02-26,ABNB,206.35001,0.123727,24923.985957849996,,,,
2021-03-31,ABNB,187.94,-0.089217,25581.26516,,,,
2021-04-30,ABNB,172.71001,-0.081037,27623.06628939,,,,
2021-05-28,ABNB,140.39999,-0.187077,27123.172068149997,,,,
2021-06-30,ABNB,153.14,0.090741,50913.383819999995,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.056994502865081814
2021-07-30,ABNB,144.00999,-0.059619,47877.99330536999,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.06060786594567939
2021-08-31,ABNB,154.99001,0.076245,52162.50782554001,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.055629668146039896
2021-09-30,ABNB,167.75,0.082328,58084.27625,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.0499581502489669
2021-10-29,ABNB,170.66,0.017347,59188.98383999999,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.0490257276226285
2021-11-30,ABNB,172.53999,0.011016,59841.00949175999,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.04849154492287719
2021-12-31,ABNB,166.49001,-0.035064,60685.608645,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.047816658097225545
2022-01-31,ABNB,153.97,-0.0752,56122.065,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.051704850846097695
2022-02-28,ABNB,151.49001,-0.016107,56228.244031680006,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.0516072135982956
2022-03-31,ABNB,171.75999,0.133804,65648.90105787,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.04420154721923002
2022-04-29,ABNB,153.21001,-0.107999,58565.13916254001,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.04954795705251335
2022-05-31,ABNB,120.87,-0.211083,46203.040980000005,-0.43699341724190227,0.5195176483090547,0.8148933795788821,0.06280502188711129
2022-06-30,ABNB,89.08,-0.26301,35521.808039999996,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.13444453600509915
2022-07-29,ABNB,110.98,0.245846,44299.553660000005,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.10780499136974825
2022-08-31,ABNB,113.12,0.019283,45153.77104,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.10576554050755535
2022-09-30,ABNB,105.04,-0.071429,41830.289280000005,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.1141687777493658
2022-10-31,ABNB,106.91,0.017803,42576.586769999994,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.11216758698386381
2022-11-30,ABNB,102.14,-0.044617,40676.94858,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.1174058813828557
2022-12-30,ABNB,85.5,-0.162914,34884.0,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.1369026774452471
2023-01-31,ABNB,111.11,0.299532,45332.88,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.10534766377075536
2023-02-28,ABNB,123.28,0.109531,50412.643840000004,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.0947324448040692
2023-03-31,ABNB,124.4,0.009085,51252.8,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.09317955311709798
2023-04-28,ABNB,119.67,-0.038023,49352.745689999996,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.09676691606983215
2023-05-31,ABNB,109.77,-0.082728,45269.91639,-0.025680028280317707,0.6888108001655607,0.2378346262200088,0.10549418644508347
2023-06-30,ABNB,128.16,0.167532,54083.52,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.10280395950559432
2023-07-31,ABNB,152.19,0.1875,64887.57621,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.0856866649172686
2023-08-31,ABNB,131.55,-0.13562,56087.526450000005,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.09913077562720721
2023-09-29,ABNB,137.21001,0.043026,59686.35435,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.09315362046400477
2023-10-31,ABNB,118.29,-0.137891,51425.98605000001,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.10811654626503753
2023-11-30,ABNB,126.34,0.068053,54925.683300000004,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.10122768923295306
2023-12-29,ABNB,136.14,0.077569,59629.31999999999,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.09324272019201293
2024-01-31,ABNB,144.14,0.058763,63133.31999999999,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.08806760043666324
2024-02-29,ABNB,157.47,0.09248,68985.55989,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.08059657715129982
2024-03-28,ABNB,164.96001,0.047565,73141.94875392,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.07601656907865768
2024-04-30,ABNB,158.57001,-0.038737,70008.65941499999,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.07941874685874531
2024-05-31,ABNB,144.92999,-0.086019,63986.590585,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.0868932060478215
2024-06-28,ABNB,151.63,0.046229,67020.46,0.11803217358772915,0.7072270508393856,0.17883081319204666,0.08295974095074847
2024-07-31,ABNB,139.56,-0.079602,61406.67912,0.2321143133930734,0.7131188867601089,0.1736412221437935,0.1329659919248211
